token,api_symbol,name,exch_seg,lotsize
543236,ATAM,ATAM,BSE,1
543248,RBA,RBA,BSE,1
517170,EDVENSWA,EDVENSWA,BSE,1
517421,BUTTERFLY,BUTTERFLY,BSE,1
517437,DUTRON,DUTRON,BSE,1
517498,WEBELSOLAR,WEBELSOLAR,BSE,1
543254,AWHCL,AWHCL,BSE,1
543257,IRFC,IRFC,BSE,1
543259,HOMEFIRST,HOMEFIRST,BSE,1
543263,SMCGLOBAL,SMCGLOBAL,BSE,1
517544,CENTUM,CENTUM,BSE,1
517554,NHCFOODS,NHCFOODS,BSE,1
518011,KEERTHI,KEERTHI,BSE,1
518053,SRICC,SRICC,BSE,1
543268,DRCSYSTEMS,DRCSYSTEMS,BSE,1
543269,ADJIA,ADJIA,BSE,1600
543271,JUBLINGREA,JUBLINGREA,BSE,1
543277,LXCHEM,LXCHEM,BSE,1
519003,MODINATUR,MODINATUR,BSE,1
519091,TASTYBITE,TASTYBITE,BSE,1
519367,TRANSFD,TRANSFD,BSE,1
519471,AMBARPIL,AMBARPIL,BSE,1
543279,SURYODAY,SURYODAY,BSE,1
543282,NIKSTECH,NIKSTECH,BSE,300
543283,BARBEQUE,BARBEQUE,BSE,1
543284,EKI,EKI,BSE,1
519528,NORBTEAEXP,NORBTEAEXP,BSE,1
519552,HERITGFOOD,HERITGFOOD,BSE,1
520119,ASAL,ASAL,BSE,1
520131,COARO,COARO,BSE,100
543291,MAFANG,MAFANG,BSE,1
543308,KIMS,KIMS,BSE,1
543309,ADESHWAR,ADESHWAR,BSE,6000
543312,FOCUS,FOCUS,BSE,2133
521018,MARALOVER,MARALOVER,BSE,1
521054,KAKTEX,KAKTEX,BSE,1
521105,OLYMPTX,OLYMPTX,BSE,1
521131,SBFL,SBFL,BSE,1
521151,DHANFAB,DHANFAB,BSE,1
521216,DHANROTO,DHANROTO,BSE,1
521238,BGDL,BGDL,BSE,1
522091,UVDRHOR,UVDRHOR,BSE,1
543323,BFSI,BFSI,BSE,1
543324,GCSL,GCSL,BSE,765
543327,EXXARO,EXXARO,BSE,1
543328,KRSNAA,KRSNAA,BSE,1
543331,MOL,MOL,BSE,1
543335,APTUS,APTUS,BSE,1
543340,KTKFMP292DI,KTKFMP292DI,BSE,1
543345,NIMFHGRG,NIMFHGRG,BSE,1
543346,AASHKA,AASHKA,BSE,1000
543358,SANSERA,SANSERA,BSE,1
543359,SFMP51GR,SFMP51GR,BSE,1
543372,GETALONG,GETALONG,BSE,5000
543375,PROMAX,PROMAX,BSE,2500
543384,NYKAA,NYKAA,BSE,1
543391,SGFRL,SGFRL,BSE,750
543413,TEGA,TEGA,BSE,1
543416,ZODIAC,ZODIAC,BSE,1
543427,MEDPLUS,MEDPLUS,BSE,1
543428,DATAPATTNS,DATAPATTNS,BSE,1
543434,SUPRIYA,SUPRIYA,BSE,1
543476,NIMFHKAD,NIMFHKAD,BSE,1
543485,H1861D46DQ,H1861D46DQ,BSE,1
543500,EVOQ,EVOQ,BSE,4000
543510,H1876D46RD,H1876D46RD,BSE,1
543519,SFSL,SFSL,BSE,3000
543523,CAMPUS,CAMPUS,BSE,1
543529,DELHIVERY,DELHIVERY,BSE,1
543537,SCARNOSE,SCARNOSE,BSE,1000
543542,KESAR,KESAR,BSE,200
543545,VEERKRUPA,VEERKRUPA,BSE,16700
543557,H1158D46DG,H1158D46DG,BSE,1
543564,SFMP67GR,SFMP67GR,BSE,1
543567,SFMP67DD,SFMP67DD,BSE,1
543569,HDFCNIF100,HDFCNIF100,BSE,1
543592,HDFCSILVER,HDFCSILVER,BSE,1
543602,W5DP,W5DP,BSE,1
543608,HDFCVALUE,HDFCVALUE,BSE,1
543615,SRSOLTD,SRSOLTD,BSE,800
543651,DAPS,DAPS,BSE,4000
543654,MEDANTA,MEDANTA,BSE,1
543673,D1281268RR,D1281268RR,BSE,1
543694,IPRU3512,IPRU3512,BSE,1
543697,IPRU9714,IPRU9714,BSE,1
543711,SULA,SULA,BSE,1
543725,ELIN,ELIN,BSE,1
543741,KTKFMP304DG,KTKFMP304DG,BSE,1
543749,KTKFMP305RG,KTKFMP305RG,BSE,1
543753,DHARNI,DHARNI,BSE,3000
543766,ASHIKA,ASHIKA,BSE,1
543769,INDONG,INDONG,BSE,4000
543791,D1144270DG,D1144270DG,BSE,1
543795,HDFC2638RG,HDFC2638RG,BSE,1
500313,OILCOUNTUB,OILCOUNTUB,BSE,1
500325,RELIANCE,RELIANCE,BSE,1
500350,RSWM,RSWM,BSE,1
522152,SOLIMAC,SOLIMAC,BSE,1
523025,SAFARI,SAFARI,BSE,1
523054,ZBINTXPP,ZBINTXPP,BSE,1
523242,NBFOOT,NBFOOT,BSE,100
543806,ITCONS,ITCONS,BSE,200
500378,JINDALSAW,JINDALSAW,BSE,1
500380,JKLAKSHMI,JKLAKSHMI,BSE,1
500388,SKPMIL,SKPMIL,BSE,1
500420,TORNTPHARM,TORNTPHARM,BSE,1
500470,TATASTEEL,TATASTEEL,BSE,1
500530,BOSCHLTD,BOSCHLTD,BSE,1
500660,GLAXO,GLAXO,BSE,1
501386,ZSWASTSA,ZSWASTSA,BSE,1
501421,TECHNVISN,TECHNVISN,BSE,1
501945,DHENUBUILD,DHENUBUILD,BSE,1
503659,SW1,SW1,BSE,1
503663,TILAK,TILAK,BSE,1
503772,MODWOOL,MODWOOL,BSE,1
504258,LAKSELEC,LAKSELEC,BSE,1
504346,RRP,RRP,BSE,1
504397,GANHOLD,GANHOLD,BSE,1
504648,BOMBWIR,BOMBWIR,BSE,1
505100,INRADIA,INRADIA,BSE,1
505200,EICHERMOT,EICHERMOT,BSE,1
505232,VELJAN,VELJAN,BSE,1
523385,NILKAMAL,NILKAMAL,BSE,1
523457,LINDEINDIA,LINDEINDIA,BSE,1
523467,JAIMATAG,JAIMATAG,BSE,1
523610,ITI,ITI,BSE,1
523648,PLASTIBLEN,PLASTIBLEN,BSE,1
523652,KKPLASTICK,KKPLASTICK,BSE,1
523790,SHUKJEW,SHUKJEW,BSE,100
523838,SIMPLEXINF,SIMPLEXINF,BSE,1
523840,INNOVTEC,INNOVTEC,BSE,1
523844,CONSTRONIC,CONSTRONIC,BSE,1
524055,PANIDPR,PANIDPR,BSE,1
524332,BCLIND,BCLIND,BSE,1
524458,INDOEURO,INDOEURO,BSE,1
524580,PRIYALT,PRIYALT,BSE,1
524598,AKSHARCHEM,AKSHARCHEM,BSE,1
524642,SIKOZY,SIKOZY,BSE,1
505285,TULIVE,TULIVE,BSE,1
505324,MANUGRAPH,MANUGRAPH,BSE,1
505737,INTLCOMBQ,INTLCOMBQ,BSE,1
506076,GRINDWELL,GRINDWELL,BSE,1
506178,VELOX,VELOX,BSE,1
506480,GOCLCORP,GOCLCORP,BSE,1
506520,JAYCH,JAYCH,BSE,1
506528,KELENRG,KELENRG,BSE,1
524652,INDSWFTLTD,INDSWFTLTD,BSE,1
524752,DECIPHER,DECIPHER,BSE,1
524804,AUROPHARMA,AUROPHARMA,BSE,1
524820,PANAMAPET,PANAMAPET,BSE,1
526073,GALXBRG,GALXBRG,BSE,1
526195,NOGMIND,NOGMIND,BSE,1
526263,MOLDTECH,MOLDTECH,BSE,1
526299,MPHASIS,MPHASIS,BSE,1
506642,SADHNANIQ,SADHNANIQ,BSE,1
506690,UNICHEMLAB,UNICHEMLAB,BSE,1
506879,GUJTHEM,GUJTHEM,BSE,1
506935,CONTCHM,CONTCHM,BSE,1
526365,SWARNSAR,SWARNSAR,BSE,1
526508,SHAHISHIP,SHAHISHIP,BSE,1
526519,ALPINEHOU,ALPINEHOU,BSE,1
526568,LONTE,LONTE,BSE,1
507315,SAKHTISUG,SAKHTISUG,BSE,1
507438,IFBAGRO,IFBAGRO,BSE,1
507498,PICCASUG,PICCASUG,BSE,1
507552,FOODSIN,FOODSIN,BSE,1
526642,MIRZAINT,MIRZAINT,BSE,1
526650,TFCILTD,TFCILTD,BSE,1
526755,VELHO,VELHO,BSE,1
526775,VALIANT,VALIANT,BSE,1
507878,UNITECH,UNITECH,BSE,1
507960,GUJHOTE,GUJHOTE,BSE,1
508860,DIAMANT,DIAMANT,BSE,1
508906,EVERESTIND,EVERESTIND,BSE,1
526813,RAGHUNAT,RAGHUNAT,BSE,1
526829,CONFIPET,CONFIPET,BSE,1
526861,RISHILASE,RISHILASE,BSE,1
526901,SONALAD,SONALAD,BSE,1
508963,TRUSTWAVE,TRUSTWAVE,BSE,1
508980,FRONTCAP,FRONTCAP,BSE,1
508989,NAVNETEDUL,NAVNETEDUL,BSE,1
509003,TRANOCE,TRANOCE,BSE,1
526935,ARUNIS,ARUNIS,BSE,1
526959,WOODSVILA,WOODSVILA,BSE,1
526965,GUJCRAFT,GUJCRAFT,BSE,1
526987,URJA,URJA,BSE,1
509051,INDINFO,INDINFO,BSE,1
509152,GRPLTD,GRPLTD,BSE,1
530063,YASHRAJC,YASHRAJC,BSE,1
530073,SANGHVIMOV,SANGHVIMOV,BSE,1
530075,SELAN,SELAN,BSE,1
530093,ACEEDU,ACEEDU,BSE,1
509048,LANCORHOL,LANCORHOL,BSE,1
509073,HATHWAYB,HATHWAYB,BSE,1
509243,TVSSRICHAK,TVSSRICHAK,BSE,1
509470,BOMOXY,BOMOXY-B1,BSE,1
509874,SHALPAINTS,SHALPAINTS,BSE,1
530109,ANUPAM,ANUPAM,BSE,1
530179,RSCINT,RSCINT,BSE,1
530199,THEMISMED,THEMISMED,BSE,1
530215,KINGSINFR,KINGSINFR,BSE,1
509525,EMPIND,EMPIND,BSE,1
530217,SWOJAS,SWOJAS,BSE,1
530231,SUBSM,SUBSM,BSE,1
530235,KJMCFIN,KJMCFIN,BSE,1
530307,CLSEL,CLSEL,BSE,1
509930,SUPREMEIND,SUPREMEIND,BSE,1
510245,SWASTIVI,SWASTIVI,BSE,1
511060,JUMBFNL,JUMBFNL,BSE,1
511147,WSFX,WSFX,BSE,1
530365,ORIENTBELL,ORIENTBELL,BSE,1
530525,RRETAIL,RRETAIL,BSE,1
530579,UYFINCORP,UYFINCORP,BSE,1
530669,ACEENGITEC,ACEENGITEC,BSE,1
511187,MILLENNIUM,MILLENNIUM,BSE,1
511473,INDBANK,INDBANK,BSE,1
511628,FEDDERSHOL,FEDDERSHOL,BSE,1
511644,OMEGAIN,OMEGAIN,BSE,1
530697,ZENLABS,ZENLABS,BSE,1
530699,RAJRILTD,RAJRILTD,BSE,1
530723,ASITCFIN,ASITCFIN,BSE,1
530745,ACSTECH,ACSTECH,BSE,1
511654,SUGALDAM,SUGALDAM,BSE,1
511676,GICHSGFIN,GICHSGFIN,BSE,1
511724,BAIDFIN,BAIDFIN,BSE,1
511742,UGROCAP,UGROCAP,BSE,1
530747,CHALLANI,CHALLANI,BSE,1
530771,KLGCAP,KLGCAP,BSE,1
530803,BHAGERIA,BHAGERIA,BSE,1
531025,VISAGAR,VISAGAR,BSE,1
531213,MANAPPURAM,MANAPPURAM,BSE,1
512038,TCC,TCC,BSE,1
512060,SHYAM,SHYAM,BSE,50
512221,SPVGLOBAL,SPVGLOBAL,BSE,1
512247,ASHCAP,ASHCAP,BSE,1
531041,COMPEAU,COMPEAU,BSE,1
531120,PATELENG,PATELENG,BSE,1
531156,ALFAVIO,ALFAVIO,BSE,1
531216,COMFINTE,COMFINTE,BSE,1
531234,SCOOBEEDAY,SCOOBEEDAY,BSE,1
531274,KINETRU,KINETRU,BSE,1
531307,RRIL,RRIL,BSE,1
512291,ZSPEEDCO,ZSPEEDCO,BSE,50
512341,CESL,CESL,BSE,1
512345,YASTF,YASTF,BSE,1
512553,ZENITHEXPO,ZENITHEXPO,BSE,1
531357,MERCURYEV,MERCURYEV,BSE,1
531360,GOLECHA,GOLECHA,BSE,1
531373,BYKE,BYKE,BSE,1
531413,KIRANPR,KIRANPR,BSE,1
512589,SITAENT,SITAENT,BSE,1
512595,MANBRO,MANBRO,BSE,1
513295,IMEC,IMEC,BSE,1
513343,GFSTEELS,GFSTEELS,BSE,1
531432,SYTIXSE,SYTIXSE,BSE,1
531437,PWASML,PWASML,BSE,1
531453,MOHITIND,MOHITIND,BSE,1
531454,POLYLINK,POLYLINK,BSE,1
513452,ELANGO,ELANGO,BSE,1
513528,GLITTEKG,GLITTEKG,BSE,1
513536,GNRL,GNRL,BSE,1
514060,MARKOBENZ,MARKOBENZ,BSE,1
514197,STCORP,STCORP,BSE,1
514280,SANTETX,SANTETX,BSE,1
514348,WINSOME,WINSOME,BSE,1
514378,YARNSYN,YARNSYN,BSE,1
531458,BOSTONBIO,BOSTONBIO,BSE,1
531486,FILME,FILME,BSE,1
531502,ESARIND,ESARIND,BSE,1
531508,EVEREADY,EVEREADY,BSE,1
531543,JINDWORLD,JINDWORLD,BSE,1
531557,AMITSEC,AMITSEC,BSE,1
531569,SANJIVIN,SANJIVIN,BSE,1
531597,MIDPOLY,MIDPOLY,BSE,1
514386,GUJCOTEX,GUJCOTEX,BSE,1
514402,ECOHOTELS,ECOHOTELS,BSE,1
514440,BPAGRI,BPAGRI,BSE,1
516030,PAKKA,PAKKA,BSE,1
531610,UFMINDL,UFMINDL,BSE,1
531616,STARCOM,STARCOM,BSE,1
531637,PRAVEG,PRAVEG,BSE,1
531640,SICL,SICL,BSE,100
516064,ARROWGREEN,ARROWGREEN,BSE,1
516106,SHKARTP,SHKARTP,BSE,1
517063,JETKINGQ,JETKINGQ,BSE,1
517300,GIPCL,GIPCL,BSE,1
531688,PRITHVIEXCH,PRITHVIEXCH,BSE,1
531696,VSDCONF,VSDCONF,BSE,1
531739,GENNEX,GENNEX,BSE,1
531744,GINISILK,GINISILK,BSE,1
517344,MINDTECK,MINDTECK,BSE,1
517423,INTEGSW,INTEGSW,BSE,1
519064,ZKHANDEN,ZKHANDEN,BSE,1
519097,RITESHIN,RITESHIN,BSE,1
531768,POLYMED,POLYMED,BSE,1
531771,SHRADDHA,SHRADDHA,BSE,1
531813,GANGAPA,GANGAPA,BSE,1
531821,MUNOTHFI,MUNOTHFI,BSE,1
519126,HNDFDS,HNDFDS,BSE,1
519136,NAHARINDUS,NAHARINDUS,BSE,1
519216,AJANTSOY,AJANTSOY,BSE,1
519238,SPTRSHI,SPTRSHI,BSE,1
531845,ZENITHSTL,ZENITHSTL,BSE,1
531847,ASTAR,ASTAR,BSE,1
531861,JOINDRE,JOINDRE,BSE,1
531928,GOLCA,GOLCA,BSE,1
519295,BAMBINO,BAMBINO,BSE,1
519299,PRIMIND,PRIMIND,BSE,1
519606,INTEGFD,INTEGFD,BSE,1
520008,RICOAUTO,RICOAUTO,BSE,1
531960,KASHYAP,KASHYAP,BSE,1
531968,IITLPROJ,IITLPROJ,BSE,1
531978,AMBIKCO,AMBIKCO,BSE,1
531980,SENINFO,SENINFO,BSE,1
531997,VUENOW,VUENOW,BSE,1
532054,KDDL,KDDL,BSE,1
532078,MONIND,MONIND,BSE,1
532149,BANKINDIA,BANKINDIA,BSE,1
520056,TVSHLTD,TVSHLTD,BSE,1
520155,STARLOG,STARLOG,BSE,1
521068,HISARSP,HISARSP,BSE,100
522005,AUSTENG,AUSTENG,BSE,1
532154,JOHNPHARMA,JOHNPHARMA,BSE,1
532173,CYBERTECH,CYBERTECH,BSE,1
532212,ARCHIES,ARCHIES,BSE,1
532256,NSIL,NSIL,BSE,1
522034,SHANTIGEAR,SHANTIGEAR,BSE,1
522108,YUKEN,YUKEN,BSE,1
522195,FRONTSP,FRONTSP,BSE,1
522209,YOGISUNG,YOGISUNG,BSE,1
532286,JINDALSTEL,JINDALSTEL,BSE,1
532300,WOCKPHARMA,WOCKPHARMA,BSE,1
532305,INDSWFTLAB,INDSWFTLAB,BSE,1
532340,OMNIAX,OMNIAX,BSE,1
522235,MINALIND,MINALIND,BSE,1
522295,CONTROLPR,CONTROLPR,BSE,1
523100,COSMOFE,COSMOFE,BSE,1
523120,ADORMUL,ADORMUL,BSE,1
532345,ACLGATI,ACLGATI,BSE,1
532375,TIPSMUSIC,TIPSMUSIC,BSE,1
532392,CREATIVEYE,CREATIVEYE,BSE,1
532413,CEREBRAINT,CEREBRAINT,BSE,1
523277,GVFILM,GVFILM,BSE,1
523283,SUPERHOUSE,SUPERHOUSE,BSE,1
523309,SHRIGANG,SHRIGANG,BSE,1
523384,MAHAPEXLTD,MAHAPEXLTD,BSE,1
532425,GENUSPRIME,GENUSPRIME,BSE,1
532466,OFSS,OFSS,BSE,1
532485,BLIL,BLIL,BSE,1
532419,SMARTLINK,SMARTLINK,BSE,1
523550,KRYPTONQ,KRYPTONQ,BSE,1
523566,MARBU,MARBU,BSE,1
523630,NFL,NFL,BSE,1
523694,APCOTEXIND,APCOTEXIND,BSE,1
532504,NAVINFLUOR,NAVINFLUOR,BSE,1
532529,NDTV,NDTV,BSE,1
532539,UNOMINDA,UNOMINDA,BSE,1
532613,VIPCLOTHNG,VIPCLOTHNG,BSE,1
532668,AURIONPRO,AURIONPRO,BSE,1
532717,INDOTECH,INDOTECH,BSE,1
523732,ECOBOAR,ECOBOAR,BSE,1
523896,APIL,APIL,BSE,1
524013,HINFLUR,HINFLUR,BSE,1
524080,HARLETH,HARLETH,BSE,1
532666,FCSSOFT,FCSSOFT,BSE,1
532670,RENUKA,RENUKA,BSE,1
524091,CARYSIL,CARYSIL,BSE,1
524208,AARTIIND,AARTIIND,BSE,1
524500,KILITCH,KILITCH,BSE,1
524514,TULASEEBIOE,TULASEEBIOE,BSE,100
532782,SUTLEJTEX,SUTLEJTEX,BSE,1
532785,RUCHIRA,RUCHIRA,BSE,1
532825,JAGJANANI,JAGJANANI,BSE,1
532845,TGBHOTELS,TGBHOTELS,BSE,1
524520,KMCSHIL,KMCSHIL,BSE,1
524663,BIBCL,BIBCL,BSE,1
524742,CAPLIPOINT,CAPLIPOINT,BSE,1
524748,LINKPH,LINKPH,BSE,1
532853,ASAHISONG,ASAHISONG,BSE,1
532870,ANKITMETAL,ANKITMETAL,BSE,1
532892,MOTILALOFS,MOTILALOFS,BSE,1
532904,SUPREMEINF,SUPREMEINF,BSE,1
532916,BVCL,BVCL,BSE,1
532934,PPAP,PPAP,BSE,1
532942,KNRCON,KNRCON,BSE,1
532953,VGUARD,VGUARD,BSE,1
524808,PHYTO,PHYTO,BSE,1
526001,JAUSPOL,JAUSPOL,BSE,1
526217,HITECHCORP,HITECHCORP,BSE,1
526231,STDSFAC,STDSFAC,BSE,1
532974,BIRLAMONEY,BIRLAMONEY,BSE,1
533137,DEN,DEN,BSE,1
533139,FFTF16BGR,FFTF16BGR,BSE,1
533155,JUBLFOOD,JUBLFOOD,BSE,1
526325,ORIENTLTD,ORIENTLTD,BSE,1
526433,ASMTEC,ASMTEC,BSE,1
526435,PERFEPA,PERFEPA,BSE,1
526445,INDRANIB,INDRANIB,BSE,1
533156,VASCONEQ,VASCONEQ,BSE,1
533193,KECL,KECL,BSE,1
533217,HMVL,HMVL,BSE,1
533263,GREENPOWER,GREENPOWER,BSE,1
526468,EUROLED,EUROLED,BSE,1
526473,ELEFLOR,ELEFLOR,BSE,1
526494,PROMACT,PROMACT,BSE,1
526638,TEXELIN,TEXELIN,BSE,1
533269,WABAG,WABAG,BSE,1
533294,RKDL,RKDL,BSE,1
533302,KICL,KICL,BSE,1
533303,BFINVEST,BFINVEST,BSE,1
526797,GREENPLY,GREENPLY,BSE,1
526817,CHEVIOT,CHEVIOT,BSE,1
526839,SIPL,SIPL,BSE,1
526849,BANARBEADS,BANARBEADS,BSE,1
533418,KTKFMP46D,KTKFMP46D,BSE,1
533478,KTKFMP52G,KTKFMP52G,BSE,1
533499,BGLOBAL,BGLOBAL,BSE,1
533526,KTKFMP55G,KTKFMP55G,BSE,1
526881,63MOONS,63MOONS,BSE,1
526885,SARLAPOLY,SARLAPOLY,BSE,1
526905,PADMAIND,PADMAIND,BSE,1
526981,SHBAJRG,SHBAJRG,BSE,1
533644,UEL,UEL,BSE,1
533719,LICMFGOLD,LICMFGOLD,BSE,1
533758,APLAPOLLO,APLAPOLLO,BSE,1
533761,GPTINFRA,GPTINFRA,BSE,1
530019,JUBLPHARMA,JUBLPHARMA,BSE,1
530027,AADIIND,AADIIND,BSE,1
530067,CSLFINANCE,CSLFINANCE,BSE,1
530095,PRADHIN,PRADHIN,BSE,1
533896,FERVENTSYN,FERVENTSYN,BSE,1
534076,RHIM,RHIM,BSE,1
534190,OLPCL,OLPCL,BSE,1
534422,LOOKS,LOOKS,BSE,1
534623,JUPITERIN,JUPITERIN,BSE,1
534755,TRIOMERC,TRIOMERC,BSE,1
535602,SHARDAMOTR,SHARDAMOTR,BSE,1
535647,SDC,SDC,BSE,10000
530119,NATRAJPR,NATRAJPR,BSE,1
530129,NILE,NILE,BSE,1
530133,AMCOIND,AMCOIND,BSE,1
530151,VIJAYTX,VIJAYTX,BSE,1
535689,RXXIII12DG,RXXIII12DG,BSE,1
536068,RFXXIV05DG,RFXXIV05DG,BSE,1
536073,JULIEN,JULIEN,BSE,1
536251,RFHXXIV15G,RFHXXIV15G,BSE,1
530167,MONGIPA,MONGIPA,BSE,1
530177,VKGLOBAL,VKGLOBAL,BSE,1
530213,FORINTL,FORINTL,BSE,1
530245,ARYAMAN,ARYAMAN,BSE,1
536859,NFXXV01DG,NFXXV01DG,BSE,1
537136,NFHXXV11G,NFHXXV11G,BSE,1
537483,NIF100BEES,NIF100BEES,BSE,1
537766,BCP,BCP,BSE,1
530251,RISAINTL,RISAINTL,BSE,1
530401,VINYOFL,VINYOFL,BSE,1
530443,KIRANSY,KIRANSY-B,BSE,1
530445,SUMERUIND,SUMERUIND,BSE,1
537784,KCSL,KCSL,BSE,6000
538092,VASUPRADA,VASUPRADA,BSE,1
538355,NFHXXVI22G,NFHXXVI22G,BSE,1
538365,INCREDIBLE,INCREDIBLE,BSE,1
530457,GTTDATA,GTTDATA,BSE,1
530499,AKCAPIT,AKCAPIT,BSE,1
530521,VIRAT,VIRAT,BSE,1
530611,STURDY,STURDY,BSE,1
538428,RFXXVI23DD,RFXXVI23DD,BSE,1
538429,RFXXVI23DG,RFXXVI23DG,BSE,1
538520,SBL,SBL,BSE,1
538522,NFXXVI30DD,NFXXVI30DD,BSE,1
530617,SAMPRE,SAMPRE,BSE,1
530677,SUPREME,SUPREME,BSE,1
530709,GOWRALE,GOWRALE,BSE,1
530735,SUPERBAK,SUPERBAK,BSE,1
538524,NFHXXVI30D,NFHXXVI30D,BSE,1
538525,NFHXXVI30G,NFHXXVI30G,BSE,1
538540,RLFL,RLFL,BSE,1
538546,BRPL,BRPL,BSE,1
530813,KRBL,KRBL,BSE,1
530871,CHEMBOND,CHEMBOND,BSE,1
530879,CIFL,CIFL,BSE,1
530899,ASIAPAK,ASIAPAK,BSE,1
538562,SKIPPER,SKIPPER,BSE,1
538564,JAMESWARREN,JAMESWARREN,BSE,1
538567,GULFOILLUB,GULFOILLUB,BSE,1
538576,BHANDERI,BHANDERI,BSE,1200
530927,HARAFIN,HARAFIN,BSE,100
530959,DIANATEA,DIANATEA,BSE,1
530985,JPTSEC,JPTSEC,BSE,1
530997,UNIQUEO,UNIQUEO,BSE,1
538579,ZINEMA,ZINEMA,BSE,4000
538630,NCAPBULBDD,NCAPBULBDD,BSE,1
538683,SENSEXBEES,SENSEXBEES,BSE,1
538777,ASIACAP,ASIACAP,BSE,1
531051,VINTAGES,VINTAGES,BSE,1
531099,CHECKPOINT,CHECKPOINT,BSE,1
531112,BALUFORGE,BALUFORGE,BSE,1
531153,DILIGENT,DILIGENT,BSE,1
538794,JETSOLAR,JETSOLAR,BSE,4000
538817,CAPPIPES,CAPPIPES,BSE,1
538862,MYMONEY,MYMONEY,BSE,1
538868,CSL,CSL,BSE,1
531272,NIKKIGL,NIKKIGL,BSE,1
538894,OCTAL,OCTAL,BSE,1
538919,SKILVEN,SKILVEN,BSE,1
538928,KARNAVATI,KARNAVATI,BSE,1
538952,ALFL,ALFL,BSE,1
531169,SKPSEC,SKPSEC,BSE,1
531191,FILTRON,FILTRON,BSE,1
531228,RANDER,RANDER,BSE,1
531280,PANKAJPO,PANKAJPO,BSE,1
531300,AMITINT,AMITINT,BSE,1
531306,DHPIND,DHPIND,BSE,1
531327,CHARMS,CHARMS,BSE,1
538965,CONCORD,CONCORD,BSE,1
538987,TALBROSENG,TALBROSENG,BSE,1
539005,JAYATMA,JAYATMA,BSE,1
539016,NEIL,NEIL,BSE,1
531364,EKANSH,EKANSH,BSE,1
531396,WOMENNET,WOMENNET,BSE,1
531497,MADHUCON,MADHUCON,BSE,1
531531,HATSUN,HATSUN,BSE,1
539032,FRASER,FRASER,BSE,1
539040,TTIL,TTIL,BSE,1
539041,GANVERSE,GANVERSE,BSE,1250
539118,VRLLOG,VRLLOG,BSE,1
539190,DFL,DFL,BSE,1
539195,POEL,POEL,BSE,1
539196,AEL,AEL,BSE,1
539219,MUL,MUL,BSE,1
531533,ACCEDERE,ACCEDERE,BSE,1
531591,BAMPSL,BAMPSL,BSE,1
531592,GENPHARMA,GENPHARMA,BSE,1
531595,CGCL,CGCL,BSE,1
539228,GGPL,GGPL,BSE,1
539276,KAYA,KAYA,BSE,1
539288,AVI,AVI,BSE,1
539301,ARVSMART,ARVSMART,BSE,1
531600,GOGIACAPGL,GOGIACAPGL,BSE,1
531644,TOKYOFIN,TOKYOFIN,BSE,1
531658,ABATEAS,ABATEAS,BSE,1
531692,KHYATI,KHYATI,BSE,1
539312,UTISENSETF,UTISENSETF,BSE,1
539406,SWAGTAM,SWAGTAM,BSE,1
539449,IGCIL,IGCIL,BSE,1
539543,VALLEY,VALLEY,BSE,1
531746,PRAENG,PRAENG,BSE,1
531758,GKCONS,GKCONS,BSE,1
531778,KACHCHH,KACHCHH,BSE,1
531822,RODIUM,RODIUM,BSE,1
539843,NINSYS,NINSYS,BSE,1
539872,BAJAJHCARE,BAJAJHCARE,BSE,1
539876,CROMPTON,CROMPTON,BSE,1
539894,MADHAVIPL,MADHAVIPL,BSE,1
531878,ANJANIFIN,ANJANIFIN,BSE,1
531900,CCLINTER,CCLINTER,BSE,1
531929,INNOCORP,INNOCORP,BSE,1
531930,SARTHAKIND,SARTHAKIND,BSE,1
539992,LLOYDSENGG,LLOYDSENGG,BSE,1
540023,COLORCHIPS,COLORCHIPS,BSE,1
540065,RBLBANK,RBLBANK,BSE,1
540124,GNA,GNA,BSE,1
531996,ODYCORP,ODYCORP,BSE,1
532016,ESPIRE,ESPIRE,BSE,1
532029,SINDHUTRAD,SINDHUTRAD,BSE,1
532051,SWELECTES,SWELECTES,BSE,1
540148,BINDALEXPO,BINDALEXPO,BSE,4000
540254,MTPL,MTPL,BSE,1
540267,FLORACORP,FLORACORP,BSE,1
540376,DMART,DMART,BSE,1
540402,MANAS,MANAS,BSE,300
540467,PARMSILK,PARMSILK,BSE,1
540497,SCHAND,SCHAND,BSE,1
540544,PSPPROJECT,PSPPROJECT,BSE,1
532057,ABHICAP,ABHICAP,BSE,1
532092,EPUJA,EPUJA,BSE,1
532138,SMCREDT,SMCREDT,BSE,1
532159,TRESCON,TRESCON,BSE,1
540590,RIDDHICORP,RIDDHICORP,BSE,1
540595,TEJASNET,TEJASNET,BSE,1
540695,DWL,DWL,BSE,300
540727,POOJA,POOJA,BSE,1
532172,ADROITINFO,ADROITINFO,BSE,1
532180,DHANBANK,DHANBANK,BSE,1
532187,INDUSINDBK,INDUSINDBK,BSE,1
532215,AXISBANK,AXISBANK,BSE,1
532320,VAARAD,VAARAD,BSE,1
532343,TVSMOTOR,TVSMOTOR,BSE,1
532348,SUBEXLTD,SUBEXLTD,BSE,1
532350,PADMALAYAT,PADMALAYAT,BSE,1
540900,NEWGEN,NEWGEN,BSE,1
540953,KENVI,KENVI,BSE,1
541006,ANGEL,ANGEL,BSE,4000
541418,NGIL,NGIL,BSE,1
